content/audio/haz_bugcluster,6fa8fb795e82246d,
content/audio/haz_dustdevil,e2ede3159da4a05f,
content/audio/haz_explosivemushroom,8c499ae85be2ae65,
content/audio/haz_fire,715dcc69bf13acb0,
content/audio/haz_firetornado,c52f39b27c640e1e,98212ebbb3fbdee0
content/audio/haz_frozenflowers,7371c64d957e5c74,
content/audio/haz_meteorstorm,fab28c48ff8946f3,
content/audio/haz_toxchimney,882b9b3da32ea8c3,
content/audio/haz_tremor,478e00080d107e88,
content/audio/haz_volcanicactivity,52efff72c7db71e0,
