content/audio/Helldiver_IR,f6fb08cc02d24255,fc5b6bff0db90aab
content/audio/Init,9ba626afa44a3aa3,
content/audio/Mission_Civilian_Exertions,1538ce9a1eaee5d8,b1b50301b4d2f3b0
content/audio/cutscenes_sfx,4f2ac109b7ad817a,
content/audio/destruction,e75f556a740e00c9,
content/audio/game_init,9ba626afa44a3aa3,
content/audio/gore_bots,fdf011daecf24312,3b2c86dd5b316eb2
content/audio/gore_bugs,89de9c3d26d2adc1,3b2c86dd5b316eb2
content/audio/gore_player,f6fb08cc02d24255,
content/audio/intro_logos,83fa1822be1891ab,
content/audio/menu,2e24ba9dd702da5c,83fa1822be1891ab
Music,2e24ba9dd702da5c,
content/audio/rev_gameplay,e75f556a740e00c9,
content/audio/rev_ship_hub,fc5b6bff0db90aab,
content/audio/tutorial,3b2c86dd5b316eb2,
content/audio/samples,e75f556a740e00c9,
content/audio/stratagems,e75f556a740e00c9,
content/audio/tutorial_outro,b18d1859b2cc7be1,
content/audio/us/cutscenes,8a01bc23602246e8,
content/audio/ms/cutscenes,5df5fd50345a4140,
content/audio/fr/cutscenes,67a6b3538761b6cc,
content/audio/es/cutscenes,6bff4c19a4ed08e8,
content/audio/it/cutscenes,6fb0b97d2f907871,
content/audio/jp/cutscenes,71ef8d93bd802871,
content/audio/de/cutscenes,e0e1c782c2847df8,
content/audio/bp/cutscenes,e296d214e04cae0d,
content/audio/vehi_player,e75f556a740e00c9,
content/audio/vehi_combat_walker,e72d3e9b05c3db0b,22749a294788af66
content/audio/weapons_bots,fdf011daecf24312,3b2c86dd5b316eb2
content/audio/weapons_illuminate,046d4441a6dae0a9,
content/audio/weapons_superearth,e75f556a740e00c9,
